-0.92,-12.02,-0.73
-0.73,-11.41,-0.79
-0.92,-12.57,-1.53
-0.61,-11.41,-1.28
-1.04,-12.45,-0.85
-0.98,-12.27,-0.98
-1.46,-11.35,-0.92
-0.92,-11.78,-0.98
-0.37,-12.82,-0.98
-0.73,-11.11,-0.92
-0.92,-11.60,-0.79
-0.79,-12.33,-1.22
-1.16,-10.74,-1.40
-1.04,-12.27,-1.53
-0.37,-12.08,-0.98
-1.04,-10.86,-0.67
-0.79,-11.23,-0.67
-0.67,-12.27,-0.37
-0.73,-11.05,-1.59
-0.79,-12.45,-1.34
-1.28,-11.78,-0.61
-0.67,-11.72,-1.10
-0.67,-11.47,-0.79
-0.67,-12.39,-0.79
-0.92,-11.11,-0.98
-0.67,-11.96,-1.10
-0.85,-11.90,-1.10
-0.98,-10.86,-1.28
-0.92,-10.74,-1.04
-0.31,-12.15,-0.98
-1.22,-12.45,-1.28
-0.92,-11.66,-0.98
-0.85,-11.41,-1.28
-0.85,-10.62,-1.16
-0.61,-11.54,-0.85
-0.73,-11.29,-0.61
-0.55,-12.21,-0.79
-0.24,-12.39,-1.04
-0.55,-11.60,-1.04
-0.92,-11.60,-0.98
-0.79,-11.72,-0.67
-0.79,-12.21,-1.22
-1.04,-11.29,-0.92
-0.85,-11.54,-0.67
-0.61,-11.17,-1.53
-0.73,-11.29,-0.67
-0.85,-12.76,-0.85
-0.37,-12.82,-0.92
-0.79,-13.00,-1.28
-0.73,-12.15,-1.16
-0.49,-12.76,-0.73
-0.67,-13.00,-1.28
-1.46,-10.93,-1.04
-0.73,-10.99,-0.85
-0.61,-11.17,-0.92
-0.79,-12.33,-0.92
-1.10,-12.51,-1.53
-1.46,-11.66,-0.92
-1.53,-11.96,-1.04
-0.61,-11.72,-0.79
-0.61,-12.94,-1.28
-1.16,-12.39,-0.73
-0.79,-11.66,-0.67
-1.10,-11.41,-1.53
-0.92,-11.96,-0.79
-1.10,-11.90,-1.04
-0.73,-11.47,-0.79
-0.73,-11.47,-0.55
-0.92,-12.15,-1.59
-0.85,-11.47,-0.49
-0.92,-12.21,-1.04
-0.18,-12.70,-1.16
-1.16,-12.45,-1.04
-0.73,-11.60,-1.04
-1.10,-12.63,-1.10
-0.49,-12.21,-1.16
-1.16,-12.63,-1.10
-1.10,-10.93,-0.49
-0.61,-11.05,-1.10
-0.73,-12.02,-0.55
-0.85,-11.60,-1.22
-1.22,-12.15,-1.16
-1.04,-11.66,-0.92
-0.92,-12.88,-1.22
-0.73,-10.50,-1.10
-1.22,-12.08,-0.98
-1.16,-10.99,-0.98
-0.85,-13.31,-1.22
-0.92,-12.08,-1.16
-1.04,-11.72,-0.92
-0.61,-11.78,-1.28
-0.98,-12.21,-1.04
-0.85,-11.41,-0.85
-0.61,-11.66,-0.73
-0.85,-11.29,-0.61
-0.98,-10.38,-1.04
-1.28,-11.23,-0.79
-0.55,-11.35,-0.55
-0.55,-12.08,-1.16
-0.79,-12.08,-1.16
-0.61,-10.31,-0.61
-0.98,-11.17,-1.04
-0.92,-11.23,-1.16
-0.98,-11.41,-0.73
-1.04,-11.35,-1.34
-1.22,-11.66,-0.98
-1.04,-12.57,-0.85
-0.73,-12.39,-0.92
-0.24,-11.17,-0.55
-0.92,-11.35,-0.79
-1.10,-12.02,-1.04
-0.61,-11.90,-0.98
-0.67,-12.15,-0.85
-1.40,-11.78,-1.53
-1.04,-12.21,-0.55
-1.22,-12.39,-1.40
-0.79,-12.08,-1.59
-1.04,-11.47,-1.16
-0.92,-11.78,-0.73
-0.61,-12.51,-0.98
-1.22,-12.76,-0.92
-0.85,-12.33,-1.22
-0.55,-12.08,-1.53
-0.61,-10.99,-1.16
-0.67,-12.51,-0.67
-1.28,-10.62,-1.16
-0.85,-11.05,-0.79
-0.61,-12.51,-1.40
-0.98,-11.54,-0.49
-0.73,-11.66,-0.98
-0.85,-11.72,-1.34
-0.79,-12.39,-1.28
-0.55,-10.44,-0.98
-1.10,-12.27,-1.46
-0.67,-12.39,-1.34
-0.98,-11.78,-1.16
-0.67,-11.35,-1.16
-0.92,-12.39,-1.10
-0.92,-12.33,-1.10
0.00,-11.84,-0.98
-0.98,-11.11,-1.16
-0.98,-11.29,-0.92
-0.55,-11.90,-1.04
-0.73,-11.72,-0.92
-0.67,-11.29,-0.67
-1.04,-12.15,-1.40
-0.79,-12.08,-1.22
-1.22,-11.47,-0.79
-0.61,-12.21,-1.10
-0.79,-12.63,-1.22
-1.04,-11.11,-1.04
-0.67,-11.78,-1.34
-1.16,-12.15,-1.10
-0.85,-11.60,-0.79
-0.92,-12.39,-0.98
-0.85,-12.33,-1.22
-0.73,-11.41,-1.16
-0.49,-12.57,-0.61
14.77,-11.72,-0.92
-0.85,-11.78,-1.10
-0.61,-10.80,-1.28
-0.98,-11.29,-0.85
-0.92,-11.90,-1.04
-1.16,-11.54,-0.92
-0.85,-12.88,-0.43
-0.98,-12.02,-0.92
-0.49,-11.47,-0.49
-0.79,-12.15,-1.04
-0.85,-12.08,-1.10
-1.16,-12.02,-1.04
-0.61,-12.82,-0.92
-0.49,-12.88,-1.16
-0.85,-11.23,-1.10
-0.98,-11.90,-1.04
-0.79,-12.02,-0.73
-0.92,-12.51,-1.34
-1.16,-12.27,-0.98
-0.55,-12.21,-1.59
-0.85,-10.62,-0.49
-0.73,-11.11,-0.85
-0.73,-12.63,-1.40
-1.34,-11.17,-0.85
-0.79,-11.72,-1.10
-0.37,-12.02,-1.04
-0.55,-11.54,-1.34
-1.16,-12.08,-0.55
-1.34,-11.78,-0.85
-0.98,-11.96,-1.10
-0.61,-11.17,-0.92
-1.04,-11.11,-0.55
-0.92,-11.72,-1.10
-0.24,-12.63,-1.83
-0.55,-12.33,-1.22
-0.92,-11.72,-0.98
-1.46,-11.78,-1.22
-1.16,-11.23,-0.98
-0.85,-12.02,-0.79
-0.49,-11.96,-1.10
-0.61,-10.68,-0.85
-0.85,-11.11,-0.55
-0.49,-11.47,-1.46
-0.73,-12.15,-0.98
-1.40,-11.84,-1.22
-1.04,-11.78,-1.22
-0.55,-11.29,-1.16
-0.31,-12.39,-0.92
-1.28,-12.15,-1.16
-0.92,-10.99,-1.04
-0.98,-11.23,-1.04
-0.73,-12.51,-1.28
-1.22,-12.21,-0.92
-1.04,-11.72,-1.28
-1.16,-12.33,-1.22
-1.10,-11.66,-1.40
-0.67,-12.57,-0.85
-0.79,-11.78,-0.92
-0.92,-11.90,-0.92
-1.34,-11.60,-0.92
-0.98,-12.08,-1.28
-0.98,-11.54,-0.67
-1.04,-10.86,-0.73
-0.98,-11.90,-1.46
-0.55,-12.51,-0.73
-0.49,-12.02,-0.79
-1.10,-12.45,-1.22
-1.40,-11.41,-0.73
-1.10,-11.35,-1.04
-0.49,-12.39,-1.53
-0.98,-11.11,-0.61
-0.55,-12.39,-0.98
-1.04,-11.47,-0.85
-1.16,-11.23,-1.04
-1.53,-12.08,-0.61
-0.79,-12.63,-1.40
-1.34,-12.63,-1.16
-1.10,-10.99,-1.16
-0.98,-11.96,-1.10
-0.73,-12.39,-1.40
-0.61,-11.96,-0.98
-0.37,-12.08,-1.16
-1.10,-11.23,-0.67
-1.28,-9.89,-0.73
-0.79,-11.41,-0.85
-0.73,-11.23,-1.10
-1.04,-12.15,-0.98
-0.98,-11.11,-0.98
-1.53,-11.84,-0.73
-0.79,-12.21,-1.10
-0.31,-11.90,-0.67
-1.04,-11.23,-1.16
-0.31,-12.82,-0.61
-0.85,-13.06,-1.16
